ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
7458,5043023,Active,514036,2 HR Pas Mon-Sat 0900-1800,,On Street,Staten Island,Sharon Avenue,E,Revere Street,Forest Avenue,40.6307609649178,-74.1025119998904,955795.873497471,169096.254705146,POINT (-74.10251199989 40.630760964918),10369,4,1,13,74
13677,4853003,Active,469230,15HR Pas Mon-Sat 0700-2200,Ditmars #2,Off Street,Queens,33 Street,W,Ditmars Boulevard,23 Avenue,40.7745565344292,-73.9116050363142,1008732.81388322,221480.992127061,POINT (-73.911605036314 40.774556534429),16862,39,3,4,72
14280,3163118,Active,333506,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Utica Avenue,E,Winthrop Street,Rutland Road,40.6596222038779,-73.9311079544057,1003364.01097256,179602.060137063,POINT (-73.931107954406 40.659622203878),16866,61,2,17,40
5643,3103064,Active,311268,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,18 Avenue,S,47 Street,McDonald Avenue,40.6301440290274,-73.9782785115776,990279.263191968,168855.586551309,POINT (-73.978278511578 40.630144029027),16867,2,2,18,39
4568,3333037,Active,340245,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Flatbush Avenue,W,Kings Highway,Flatlands Avenue,40.6216224368599,-73.9359593477146,1002028.11961547,165756.695111305,POINT (-73.935959347715 40.62162243686),13825,5,2,26,38
5699,3413065,Active,322808,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,East 3 Street,E,Avenue P,Avenue O,40.6093584474192,-73.970898845251,992330.162961558,161283.446183816,POINT (-73.970898845251 40.609358447419),13513,2,2,18,39
8639,1043024,Active,101010,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 31 Street,S,2 Avenue,3 Avenue,40.742953184141,-73.9775522658995,990470.315959468,209955.302908137,POINT (-73.977552265899 40.742953184141),12078,71,4,50,9
5778,3602984,Active,316094,2 HR Pas Mon-Thur 0900-1900 /2 HR Pas Fri 0900-1700,,On Street,Brooklyn,16 Avenue,E,50 Street,49 Street,40.6307095382084,-73.9857513436017,988204.985516384,169061.190798894,POINT (-73.985751343602 40.630709538208),16867,2,2,18,39
5370,3383123,Active,332878,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Ralph Avenue,E,East 76 Street,East 77 Street,40.636460202378,-73.9189473219248,1006745.77028514,171166.398202643,POINT (-73.918947321925 40.636460202378),13827,5,2,8,42
305,4122395,Active,468448,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,81 Street,E,Roosevelt Avenue,37 Avenue,40.7493881434999,-73.8851368147476,1016075.75556214,212319.833612144,POINT (-73.885136814748 40.7493881435),14783,65,3,21,73
9610,1443252,Active,105568,3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2200,,On Street,Manhattan,3 Avenue,W,East 36 Street,East 37 Street,40.7473527474562,-73.9770835388358,990599.781907886,211558.238022476,POINT (-73.977083538836 40.747352747456),12078,71,4,51,9
9070,1243036,Active,102560,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Hester Street,N,Mott Street,Mulberry Street,40.7180591583878,-73.9975453340094,984930.447446048,200884.844671145,POINT (-73.997545334009 40.718059158388),12076,57,4,32,2
4050,3063083,Active,323851,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Avenue U,N,Nostrand Avenue,East 29 Street,40.6004458023961,-73.9422972350414,1000273.76157564,158040.275176734,POINT (-73.942297235041 40.600445802396),13512,32,2,8,36
6079,3313039,Active,314108,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,East 15 Street,W,Avenue N,Elm Avenue,40.6175552235814,-73.960006193867,995353.229093894,164270.938240305,POINT (-73.960006193867 40.617555223581),13513,60,2,15,43
14610,1443675,Active,107058,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,7 Avenue,E,West 31 Street,West 30 Street,40.7485189691117,-73.992307508277,986381.42813988,211982.393014058,POINT (-73.992307508277 40.748518969112),11722,11,4,10,8
157,1038142,Active,110695,2 HR Pas Mon-Sat 0730-1900,,On Street,Manhattan,Columbus Avenue,W,West 109 Street,West 108 Street,40.8008509741607,-73.9618169297638,994821.416837305,231050.908682734,POINT (-73.961816929764 40.800850974161),12422,20,4,23,15
7107,5023028,Active,505800,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,Stuyvesant Place,W,Hamilton Avenue,Wall Street,40.6448305813234,-74.0783467171653,962507.983104721,174215.270057648,POINT (-74.078346717165 40.644830581323),10369,4,1,13,74
12559,3073026,Active,314389,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Bay Parkway,W,85 Street,86 Street,40.6024778357701,-73.9933977843185,986083.345730811,158775.388535887,POINT (-73.993397784318 40.60247783577),17616,1,2,45,37
12932,4493107,Active,401060,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,63 Drive,W,Austin Street,Alderton Street,40.726438056687,-73.8648059577604,1021721.83514921,203966.442182481,POINT (-73.86480595776 40.726438056687),14785,40,3,28,70
14786,1183093,Active,103776,3HR Com Mon-Sat 0800-1900,,On Street,Manhattan,East 66 Street,N,Madison Avenue,5 Avenue,40.7683013494747,-73.9688806874353,992869.948299304,219191.197822139,POINT (-73.968880687435 40.768301349475),10090,23,4,51,11
14576,3073106,Active,312907,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,21 Avenue,E,Benson Avenue,86 Street,40.6030787430328,-73.9961692253499,985313.744579718,158994.268675566,POINT (-73.99616922535 40.603078743033),17616,1,2,45,37
3813,4313057,Active,401739,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Jamaica Avenue,S,89 Street,90 Street,40.692742857858,-73.8548369652499,1024505.28955606,191694.702290311,POINT (-73.85483696525 40.692742857858),24017,46,3,41,60
8529,1058370,Active,108771,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,West 171 Street,S,St. Nicholas Avenue,Broadway,40.8429834230787,-73.9387430470108,1001198.94804548,246404.910126895,POINT (-73.938743047011 40.842983423079),13090,47,4,39,21
12037,1273011,Active,111729,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 83 Street,S,Madison Avenue,5 Avenue,40.7789420786139,-73.9604380267552,995206.786801472,223068.91480422,POINT (-73.960438026755 40.778942078614),12425,23,4,51,11
1730,3091427,Active,304299,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,4 Avenue,W,Marine Avenue,99 Street,40.6138335833625,-74.0329168670378,975110.987426221,162914.229667649,POINT (-74.032916867038 40.613833583363),17216,10,2,44,41
13814,2033024,Active,200540,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Southern Boulevard,W,East 167 Street,Westchester Avenue,40.8257330923672,-73.8920504782821,1014125.87330705,240132.458432972,POINT (-73.892050478282 40.825733092367),10937,8,5,43,24
1255,4072229,Active,422048,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Broadway,N,42 Street,41 Street,40.7585287688446,-73.9179060307548,1006993.09623405,215639.850922227,POINT (-73.917906030755 40.758528768845),16860,39,3,4,72
9971,1443523,Active,105715,1HR Com Mon-Fri 0700-1900,,On Street,Manhattan,West 26 Street,N,7 Avenue,Avenue of the Americas,40.7458387240499,-73.9937577381947,985979.669428974,211005.861830637,POINT (-73.993757738195 40.74583872405),11722,11,4,10,7
8812,1023184,Active,101060,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Essex Street,W,Hester Street,Grand Street,40.7159959684108,-73.9896278667954,987125.303620636,200133.322224066,POINT (-73.989627866795 40.715995968411),11723,70,4,32,4
12413,3053026,Active,312215,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,East 18 Street,W,Kings Highway,Quentin Road,40.60956319149,-73.9555828417228,996582.732868478,161359.824311897,POINT (-73.955582841723 40.60956319149),13512,32,2,15,36
12817,4073021,Active,423425,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Steinway Street,E,30 Avenue,28 Avenue,40.7643247543103,-73.9145453343947,1007922.07436298,217752.408048809,POINT (-73.914545334395 40.76432475431),16860,39,3,4,72
480,1264894,Active,114312,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,1 Avenue,W,East 80 Street,East 81 Street,40.7734524130557,-73.9520177764685,997539.891387224,221070.010665566,POINT (-73.952017776468 40.773452413056),12425,23,4,1,11
8030,1483048,Active,100127,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,Exchange Place,N,William Street,Hanover Street,40.7057116639848,-74.0095051583356,981614.627634138,196386.411738887,POINT (-74.009505158336 40.705711663985),11726,56,4,32,1
12824,4073028,Active,426140,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Steinway Street,W,Astoria Boulevard,28 Avenue,40.7685462285441,-73.9112978958791,1008820.10012597,219291.324262306,POINT (-73.911297895879 40.768546228544),16860,39,3,4,72
8067,4043061,Active,464021,2 HR Pas Mon-Sat 1000-1900,,On Street,Queens,Queens Boulevard,S,80 Road,82 Avenue,40.7133115434961,-73.8290310461196,1031646.91733314,199201.38806431,POINT (-73.82903104612 40.713311543496),24011,46,3,28,60
3494,4293007,Active,457131,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,101 Avenue,S,102 Street,103 Street,40.6857958617267,-73.8403913669913,1028515.81860848,189170.68141973,POINT (-73.840391366991 40.685795861727),24012,46,3,41,60
3342,4013072,Active,415268,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,45 Street,E,47 Avenue,Greenpoint Avenue,40.7415590291231,-73.9199113382805,1006443.20396113,209456.716306895,POINT (-73.91991133828 40.741559029123),14787,53,3,33,66
11297,4053028,Active,469385,3HR Pas Mon-Sat 0830-2200,,On Street,Queens,Austin Street,S,Yellowstone Boulevard,71 Avenue,40.7207908033415,-73.8466626425653,1026754.22829963,201917.258616805,POINT (-73.846662642565 40.720790803342),14786,40,3,28,70
8309,1208069,Active,114419,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,3 Avenue,W,East 118 Street,East 119 Street,40.7996630652744,-73.9389061470465,1001164.82836306,230621.706457138,POINT (-73.938906147046 40.799663065274),13093,7,4,35,16
14661,1453362,Active,103412,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,West 21 Street,N,8 Avenue,9 Avenue,40.7441225430286,-73.999575268314,984367.692009881,210380.540902808,POINT (-73.999575268314 40.744122543029),12074,12,4,10,6
10637,1453254,Active,106476,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,Irving Place,W,East 19 Street,East 18 Street,40.7368086545369,-73.9867882331906,987911.346996054,207716.135142401,POINT (-73.986788233191 40.736808654537),11724,11,4,50,7
4307,3063015,Active,302738,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Coney Island Avenue,W,Desmond Court,Dunne Court,40.5903961662391,-73.960716581447,995160.446014881,154376.105667815,POINT (-73.960716581447 40.590396166239),13826,32,2,15,36
3905,4391233,Active,468971,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Northern Boulevard,N,81 Street,80 Street,40.7554969591473,-73.8868737497273,1015591.61971939,214544.844582066,POINT (-73.886873749727 40.755496959147),14781,65,3,5,73
8402,4152111,Active,429750,2 HR Pas Mon-Sat 0700-1900,,On Street,Queens,Vernon Boulevard,E,51 Avenue,Borden Avenue,40.7413856923775,-73.9544398278627,996875.119422808,209386.702011228,POINT (-73.954439827863 40.741385692378),16858,53,3,33,66
13014,4333116,Active,432951,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Browvale Lane,E,Iowa Road,Northern Boulevard,40.7696244750677,-73.7360581699558,1057359.46630163,219781.869541064,POINT (-73.736058169956 40.769624475068),14197,26,3,20,69
9747,1403076,Active,106778,3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,8 Avenue,W,West 55 Street,West 56 Street,40.7659394178253,-73.9835859682105,988796.79470022,218329.562734395,POINT (-73.98358596821 40.765939417825),12081,12,4,10,10
13979,1253009,Active,114904,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Lenox Avenue,E,West 130 Street,West 131 Street,40.8112391814888,-73.9427894779109,1000086.91057138,234838.5671179,POINT (-73.942789477911 40.811239181489),13095,18,4,36,20
14215,2103022,Active,212254,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Jerome Avenue,E,East Burnside Avenue,East 181 Street,40.8545244848599,-73.9065766921014,1010094.44436206,250617.612003312,POINT (-73.906576692101 40.85452448486),10931,6,5,29,29
13154,4063090,Active,435330,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Roosevelt Avenue,N,Bowne Street,Union Street,40.7607922777756,-73.8254382028819,1032608.47052814,216502.048016727,POINT (-73.825438202882 40.760792277776),13832,22,3,3,67
3528,4293089,Active,405352,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Liberty Avenue,S,127 Street,128 Street,40.6887342844923,-73.8175546912841,1034847.09826872,190253.597889066,POINT (-73.817554691284 40.688734284492),24015,62,3,46,64
7477,2053005,Active,211579,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,3 Avenue,E,Cross Bronx Expressway,East Tremont Avenue,40.8447624936876,-73.8970243786521,1012741.15790063,247063.912745893,POINT (-73.897024378652 40.844762493688),,35,5,22,31
12280,4063032,Active,452199,2 HR Pas Mon-Sat 0900-1600,,On Street,Queens,Northern Boulevard,S,Union Street,Bowne Street,40.7641308947092,-73.8265552006745,1032296.62305473,217717.798866063,POINT (-73.826555200674 40.764130894709),13832,22,3,3,67
2571,4173009,Active,467305,2 HR Pas Mon-Sat 0830-2200,,On Street,Queens,Queens Boulevard,S,63 Avenue,63 Drive,40.7302223581217,-73.863335232535,1022127.32580805,205345.811799064,POINT (-73.863335232535 40.730222358122),14785,40,3,28,70
5118,3423035,Active,304935,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue,W,88 Street,89 Street,40.6216769017305,-74.0318852973425,975398.431733221,165771.650461972,POINT (-74.031885297342 40.621676901731),17216,10,2,44,41
14861,2343003,Active,223535,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,East 170 Street Center Mall,N,Sheridan Avenue,Grand Concourse,40.8385897666856,-73.9134252242428,1008205.61808722,244810.048487231,POINT (-73.913425224243 40.838589766686),10934,50,5,42,27
13367,4063108,Active,451636,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Barclay Avenue,N,Kissena Boulevard,Union Street,40.7580088730017,-73.8277176316887,1031979.00065847,215486.714417472,POINT (-73.827717631689 40.758008873002),14190,22,3,3,67
2345,4413129,Active,462183,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Woodside Avenue,N,Baxter Avenue,78 Street,40.7438805476069,-73.8857412083804,1015910.91041939,210313.022665143,POINT (-73.88574120838 40.743880547607),14784,66,3,5,68
2777,4443070,Active,459421,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Liberty Avenue,S,93 Street,Crossbay Boulevard,40.6801546045622,-73.8454331753755,1027121.15276264,187112.90371114,POINT (-73.845433175375 40.680154604562),24013,62,3,41,64
12373,2243024,Active,209022,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Johnson Avenue,W,West 236 Street,West 235 Street,40.8858871473473,-73.9099863936863,1009139.44955289,262043.268941984,POINT (-73.909986393686 40.885887147347),11272,48,5,40,33
11563,1033103,Active,109361,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,West 67 Street,N,Central Park West,Columbus Avenue,40.7741411792275,-73.9808084800473,989565.522493467,221317.893699974,POINT (-73.980808480047 40.774141179228),12420,20,4,19,12
12867,4093047,Active,452846,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Seneca Avenue,E,Weirfield Street,Myrtle Avenue,40.7001777731171,-73.9031363497163,1011108.35604814,194384.956752315,POINT (-73.903136349716 40.700177773117),15310,54,3,30,62
4317,3063091,Active,323582,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Avenue U,N,East 22 Street,East 21 Street,40.5996014293333,-73.949966674243,998144.173643216,157731.338786721,POINT (-73.949966674243 40.599601429333),13512,32,2,15,36
2074,4081949,Active,403185,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,161 Street,W,89 Avenue,Hillside Avenue,40.7065808820737,-73.8001509021853,1039658.80518071,196766.157370478,POINT (-73.800150902185 40.706580882074),24340,41,3,24,61
1810,3013527,Active,300099,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Clinton Street,W,Aitken Place,Joralemon Street,40.6925377811767,-73.9933102932193,986105.1350573,191586.702834398,POINT (-73.993310293219 40.692537781177),16865,68,2,38,54
1256,1149988,Active,102839,2HR Pas Mon-Sat 0730-2200,,On Street,Manhattan,Avenue of the Americas,W,West 4 Street,Washington Place,40.732003202831,-74.0008619956294,984011.099875301,205965.083198309,POINT (-74.000861995629 40.732003202831),12077,57,4,10,3
10700,1453324,Active,102716,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,7 Avenue,E,West 18 Street,West 17 Street,40.7406701299673,-73.9980204657857,984798.552040547,209122.722880393,POINT (-73.998020465786 40.740670129967),12074,12,4,10,7
1135,4151997,Active,416608,4HR Pas Mon-Sat 0900-1900,,On Street,Queens,31 Street,W,Thomson Avenue,47 Avenue,40.7434376889574,-73.9357783448582,1002045.8295538,210137.549918979,POINT (-73.935778344858 40.743437688957),16858,53,3,33,66
6256,3483006,Active,312443,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Kings Highway,N,McDonald Avenue,Dahill Road,40.604319445839,-73.9728264190072,991795.526563644,159447.435748219,POINT (-73.972826419007 40.604319445839),18183,1,2,18,37
1552,3441568,Active,322847,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Ft. Hamilton Parkway,E,68 Street,67 Street,40.6294323129413,-74.0108826407095,981229.258326143,168595.729459479,POINT (-74.010882640709 40.629432312941),17621,10,2,44,41
12515,3053044,Active,302503,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 13 Street,W,Quentin Road,Avenue P,40.6084331149461,-73.9601669070965,995310.122552797,160947.496068314,POINT (-73.960166907096 40.608433114946),13512,32,2,15,36
1277,1149968,Active,103818,2HR Pas Mon-Sat 0730-2200,,On Street,Manhattan,Grove Street,N,Bleecker Street,7 Avenue South,40.7331049389988,-74.0035011673667,983279.675485134,206366.498405978,POINT (-74.003501167367 40.733104938999),12077,57,4,10,3
13043,4323111,Active,421360,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,86 Avenue,S,Queens Boulevard,139 Street,40.7078195367531,-73.8170731700363,1034966.11673146,197207.184703648,POINT (-73.817073170036 40.707819536753),24670,25,3,24,65
8771,1023132,Active,101228,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Grand Street,N,Ludlow Street,Orchard Street,40.7171543263883,-73.9903560705377,986923.388670132,200555.324332803,POINT (-73.990356070538 40.717154326388),11723,70,4,32,4
11408,1043111,Active,103338,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 6 Street,S,2 Avenue,1 Avenue,40.7271553014497,-73.988066625483,987557.548162967,204199.065732971,POINT (-73.988066625483 40.72715530145),11724,70,4,50,5
9972,1443525,Active,101612,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,West 26 Street,S,7 Avenue,Avenue of the Americas,40.745503805099,-73.9932033640984,986133.2905128,210883.851575971,POINT (-73.993203364098 40.745503805099),11722,12,4,10,7
1873,5053278,Active,501951,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,Rose Avenue,W,4 Street,New Dorp Plaza,40.5734282651889,-74.1180958480586,951442.12662755,148213.944107637,POINT (-74.118095848059 40.573428265189),10693,30,1,14,76
8916,1113011,Active,102965,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,South End Avenue,E,Albany Street,Liberty Street,40.710995316918,-74.015919867476,979836.454025134,198311.663793892,POINT (-74.015919867476 40.710995316918),10367,56,4,32,1
3804,4443004,Active,415729,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Rockaway Boulevard,N,109 Street,108 Street,40.6781978098773,-73.8308109272164,1031178.19878238,186407.483205974,POINT (-73.830810927216 40.678197809877),24016,62,3,46,64
15342,4153027,Active,425212,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,2 Street,W,50 Avenue,51 Avenue,40.7432322333912,-73.958602116095,995721.395352304,210058.883081555,POINT (-73.958602116095 40.743232233391),16858,53,3,33,66
1696,3091475,Active,311462,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,89 Street,N,5 Avenue,4 Avenue,40.6199007895278,-74.0279232143301,976498.125728056,165124.190470815,POINT (-74.02792321433 40.619900789528),17216,10,2,44,41
13912,3403144,Active,305950,"2 HR Pas Mon-Fri 0900-1400, 1900-2100 /2 HR Pas Sat 0900-2100",,On Street,Brooklyn,Fulton Street,S,Washington Avenue,St James Place,40.6828399877843,-73.9641008114832,994206.71859163,188055.483190805,POINT (-73.964100811483 40.682839987784),13829,68,2,48,55
1343,3631602,Active,304672,"2 HR Pas Mon-Sat 0800-1900 Jan-May, Sept-Dec /2 HR Pas Mon-Sat 0800-2400 June-Aug",,On Street,Brooklyn,Surf Avenue,S,West 12 Street,West 10 Street,40.5754166056571,-73.9791407348586,990044.682624385,148916.920391977,POINT (-73.979140734859 40.575416605657),18184,21,2,45,35
111,4072223,Active,426129,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Broadway,N,48 Street,47 Street,40.7562405580859,-73.9130335422478,1008343.78480564,214807.484148636,POINT (-73.913033542248 40.756240558086),16860,39,3,33,72
234,4522519,Active,463797,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Metropolitan Avenue,N,71 Avenue,70 Avenue,40.7107557714606,-73.8523616560223,1025180.65828405,198258.481813639,POINT (-73.852361656022 40.710755771461),14786,40,3,28,70
10919,1433237,Active,101395,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 54 Street,S,Madison Avenue,Park Avenue,40.7601812572307,-73.9734479410962,991605.730683386,216232.364172891,POINT (-73.973447941096 40.760181257231),12419,11,4,51,10
8581,3163107,Active,337139,2 HR Pas Mon-Fri 1200-1600 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Nostrand Avenue,E,Lenox Road,Linden Boulevard,40.6529654214563,-73.9497244923305,998200.268675387,177173.29629381,POINT (-73.94972449233 40.652965421456),13510,61,2,11,40
11115,1433757,Active,104149,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,Madison Avenue,W,East 43 Street,East 44 Street,40.7537829020328,-73.9786740678677,990158.501622468,213900.839308396,POINT (-73.978674067868 40.753782902033),10360,11,4,51,8
4346,3163034,Active,311508,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,St. Pauls Place,W,Church Avenue,Caton Avenue,40.6499975428306,-73.9623856222651,994687.568023637,176090.253840476,POINT (-73.962385622265 40.649997542831),13510,60,2,11,43
8670,1083013,Active,110436,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,West 72 Street,S,West End Avenue,Broadway,40.7791874045025,-73.9832295981529,988894.587483644,223156.265679389,POINT (-73.983229598153 40.779187404503),12420,20,4,19,12
754,1228449,Active,110324,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,Broadway,E,West 156 Street,West 157 Street,40.8336691460044,-73.9449495037402,999483.84058331,243010.232533067,POINT (-73.94494950374 40.833669146004),13090,47,4,23,21
14420,3093016,Active,308140,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 Avenue,E,92 Street,90 Street,40.6188627979899,-74.0283873632737,976369.148951888,164746.064258561,POINT (-74.028387363274 40.61886279799),17216,10,2,44,41
2365,4413154,Active,400797,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,97 Street,E,55 Avenue,57 Avenue,40.7374146247822,-73.8640956631429,1021912.50340305,207965.84920989,POINT (-73.864095663143 40.737414624782),14510,66,3,21,68
12442,4063072,Active,435827,2 HR Pas Mon-Sat 0700-2200,,On Street,Queens,40 Road,S,Prince Street,Main Street,40.7585569555362,-73.8308427567449,1031112.83342755,215684.71106872,POINT (-73.830842756745 40.758556955536),13832,22,3,3,67
1756,3013602,Active,309809,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Schermerhorn Street,S,Bond Street,Nevins Street,40.6878678632756,-73.9833943377846,988855.269648895,189885.680645898,POINT (-73.983394337785 40.687867863276),17619,68,2,38,54
12757,4343119,Active,415308,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,30 Avenue,N,50 Street,49 Street,40.7603505877157,-73.9072953502146,1009931.94763981,216306.531675473,POINT (-73.907295350215 40.760350587716),14787,39,3,4,72
2348,4413001,Active,465704,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Grand Avenue,N,Simonson Street,Van Kleeck Street,40.7354275334913,-73.8814543056272,1017102.97069931,207234.903165221,POINT (-73.881454305627 40.735427533491),14784,66,3,5,68
2580,2253163,Active,205590,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Bedford Park Boulevard,N,Villa Avenue,Jerome Avenue,40.8731026063569,-73.8888635361667,1014985.98772855,257392.060068563,POINT (-73.888863536167 40.873102606357),11606,24,5,40,34
3386,4313014,Active,456067,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,90 Street,E,86 Road,Jamaica Avenue,40.6930124735703,-73.8546992256601,1024543.32327263,191792.994416565,POINT (-73.85469922566 40.69301247357),24017,46,3,41,60
11864,1183029,Active,106649,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,Madison Avenue,W,East 66 Street,East 67 Street,40.7682646599111,-73.968112073675,993082.856666133,219177.907166317,POINT (-73.968112073675 40.768264659911),10090,23,4,51,11
663,1348110,Active,113713,2HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,East 98 Street,S,5 Avenue,Madison Avenue,40.7886461957524,-73.9535910763327,997101.193445727,226605.38509348,POINT (-73.953591076333 40.788646195752),12426,7,4,51,14
4600,3423019,Active,305288,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,3 Avenue,W,72 Street,73 Street,40.6330338530458,-74.0272307860044,976691.840891808,169908.854129806,POINT (-74.027230786004 40.633033853046),17216,10,2,44,41
560,1058325,Active,108938,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,West 184 Street,S,St. Nicholas Avenue,Audobon Avenue,40.8509564288306,-73.932222650056,1003000.80336563,249311.105429977,POINT (-73.932222650056 40.850956428831),13091,47,4,39,22
6471,2173013,Active,221652,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Metropolitan Avenue,E,Benedict Avenue,McGraw Avenue,40.8342858521036,-73.8608141336429,1022765.81796938,243260.734000564,POINT (-73.860814133643 40.834285852104),11271,58,5,31,26
237,4522516,Active,463640,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Metropolitan Avenue,N,72 Avenue,71 Avenue,40.710430177152,-73.8503083340028,1025750.11515039,198140.824240565,POINT (-73.850308334003 40.710430177152),14786,40,3,28,70
11961,1263011,Active,104131,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,1 Avenue,W,East 52 Street,East 53 Street,40.7553658528737,-73.9652158018991,993886.981042132,214478.753834978,POINT (-73.965215801899 40.755365852874),12419,71,4,51,9
